name,emax,ew,zr,ks,phi,n,sfc,sstar,sw,sh,bd,a,b,c,clay,silt,sand
CXve,0.5,0.05,40,201,4.05,0.36727603617206,0.35,0.33,0.11,0.08,1.67671850414404,-5.762215,5.627166,-15.323322,0.067992866227432,0.126540822917262,0.805466310855306
